carbon_monoxide,nitrogen_monoxide,nitrogen_dioxide,ozone,sulphur_dioxide,particulates2_5,particulates10,ammonia,air_quality_index,date
287.06,3.05,6.68,50.07,4.83,7.96,9.69,2.66,1,2023-11-30 19:00:00
283.72,2.82,6.94,52.21,5.48,7.49,8.86,2.53,1,2023-11-30 20:00:00
280.38,2.29,7.28,52.93,5.96,6.54,7.71,2.25,1,2023-11-30 21:00:00
280.38,1.23,9.6,52.21,5.42,5.47,6.43,2.03,1,2023-11-30 22:00:00
290.39,0.2,13.54,50.78,5.01,4.92,5.69,2.06,1,2023-11-30 23:00:00
300.41,0.01,15.59,50.07,4.47,4.83,5.5,2.18,1,2023-12-01 00:00:00
300.41,0.01,14.39,50.07,3.13,4.84,5.46,2.06,1,2023-12-01 01:00:00
293.73,0.01,11.65,52.21,1.73,4.54,5.11,1.85,1,2023-12-01 02:00:00
287.06,0.01,9.6,52.93,1.15,4.11,4.63,1.63,1,2023-12-01 03:00:00
280.38,0.01,8.83,52.21,1.15,3.93,4.45,1.66,1,2023-12-01 04:00:00
273.7,0.0,7.71,52.21,1.21,3.88,4.35,1.96,1,2023-12-01 05:00:00
267.03,0.0,6.0,52.93,1.22,3.69,4.07,2.41,1,2023-12-01 06:00:00
263.69,0.0,5.06,52.21,1.16,3.62,3.92,2.47,1,2023-12-01 07:00:00
260.35,0.0,4.58,52.21,1.15,3.52,3.79,2.44,1,2023-12-01 08:00:00
257.02,0.0,4.28,52.21,1.18,3.35,3.61,2.44,1,2023-12-01 09:00:00
257.02,0.0,4.2,52.21,1.16,3.17,3.43,2.47,1,2023-12-01 10:00:00
260.35,0.0,4.46,52.21,1.18,3.14,3.41,2.6,1,2023-12-01 11:00:00
263.69,0.0,5.23,50.78,1.31,3.25,3.55,2.79,1,2023-12-01 12:00:00
277.04,0.02,7.88,47.92,1.51,3.73,4.11,3.1,1,2023-12-01 13:00:00
297.07,0.04,10.97,43.99,1.76,4.13,4.62,3.39,1,2023-12-01 14:00:00
300.41,0.63,11.31,43.27,2.0,4.28,4.82,3.48,1,2023-12-01 15:00:00
297.07,0.92,10.97,43.63,2.29,4.28,4.85,3.29,1,2023-12-01 16:00:00
293.73,1.44,9.68,45.06,2.44,4.14,4.73,2.98,1,2023-12-01 17:00:00
287.06,1.61,8.57,47.21,2.41,3.98,4.56,2.56,1,2023-12-01 18:00:00
280.38,1.48,7.97,50.07,2.12,3.91,4.46,2.28,1,2023-12-01 19:00:00
283.72,1.31,8.31,50.07,1.7,4.02,4.57,2.09,1,2023-12-01 20:00:00
287.06,0.94,9.25,47.92,1.61,4.13,4.68,2.01,1,2023-12-01 21:00:00
310.42,0.64,13.88,41.13,1.46,4.66,5.26,2.22,1,2023-12-01 22:00:00
357.15,0.31,22.28,28.61,1.33,5.62,6.34,2.63,1,2023-12-01 23:00:00
407.22,0.57,29.13,18.24,1.27,6.69,7.56,2.98,1,2023-12-02 00:00:00
480.65,3.69,37.36,6.26,1.31,9.34,10.53,3.83,1,2023-12-02 01:00:00
574.11,13.08,39.07,0.47,1.39,13.63,15.34,5.26,2,2023-12-02 02:00:00
627.52,20.56,36.33,0.06,1.4,16.96,19.16,6.14,2,2023-12-02 03:00:00
680.92,27.72,35.3,0.01,1.56,20.51,23.15,7.03,2,2023-12-02 04:00:00
720.98,33.97,35.64,0.0,1.71,22.78,25.69,7.66,2,2023-12-02 05:00:00
687.6,30.4,35.64,0.0,1.7,20.4,23.24,7.54,2,2023-12-02 06:00:00
620.84,22.8,34.96,0.01,1.59,16.85,19.5,7.22,2,2023-12-02 07:00:00
587.46,19.22,34.96,0.01,1.59,15.98,18.5,7.16,2,2023-12-02 08:00:00
594.14,16.99,37.01,0.02,1.58,16.94,19.44,7.22,2,2023-12-02 09:00:00
607.49,14.98,39.07,0.02,1.56,18.42,20.96,7.28,2,2023-12-02 10:00:00
607.49,12.18,40.1,0.03,1.49,18.48,20.92,7.22,2,2023-12-02 11:00:00
580.79,9.5,39.76,0.06,1.4,17.2,19.46,7.09,2,2023-12-02 12:00:00
580.79,11.62,37.7,0.08,1.31,16.58,18.72,7.41,2,2023-12-02 13:00:00
607.49,18.1,35.99,0.05,1.34,17.02,19.19,7.79,2,2023-12-02 14:00:00
614.17,22.35,31.53,3.89,1.56,17.02,19.14,7.47,2,2023-12-02 15:00:00
527.38,16.76,23.99,10.73,1.94,14.96,16.87,5.76,2,2023-12-02 16:00:00
480.65,14.53,17.82,14.84,1.56,13.77,15.61,3.89,2,2023-12-02 17:00:00
447.27,12.18,15.08,16.81,1.56,13.01,14.65,3.17,2,2023-12-02 18:00:00
317.1,2.32,11.82,37.19,6.2,12.23,13.61,0.88,2,2023-12-02 19:00:00
300.41,1.45,10.88,42.2,6.14,11.3,12.56,0.73,2,2023-12-02 20:00:00
300.41,1.01,12.17,42.2,6.32,11.06,12.29,0.79,2,2023-12-02 21:00:00
323.77,0.53,18.51,34.69,5.96,11.49,12.77,1.14,2,2023-12-02 22:00:00
360.49,0.3,26.39,23.96,4.47,12.19,13.52,1.61,2,2023-12-02 23:00:00
383.85,0.46,29.13,17.7,2.98,12.4,13.74,1.85,2,2023-12-03 00:00:00
387.19,0.48,28.1,16.63,2.18,12.67,14.0,1.68,2,2023-12-03 01:00:00
373.84,0.31,24.68,19.13,1.88,12.73,14.0,1.28,2,2023-12-03 02:00:00
353.81,0.14,20.22,23.96,1.59,12.28,13.45,0.88,2,2023-12-03 03:00:00
337.12,0.08,16.28,28.25,1.45,11.78,12.82,0.89,2,2023-12-03 04:00:00
333.79,0.09,15.42,27.18,1.52,11.41,12.39,1.31,2,2023-12-03 05:00:00
323.77,0.07,13.54,26.46,1.48,10.05,10.95,1.52,2,2023-12-03 06:00:00
307.08,0.04,11.31,27.54,1.19,8.44,9.29,1.73,1,2023-12-03 07:00:00
303.75,0.03,9.42,28.97,1.04,8.15,8.97,1.84,1,2023-12-03 08:00:00
300.41,0.02,7.97,29.33,1.04,8.76,9.49,1.85,1,2023-12-03 09:00:00
293.73,0.02,7.03,31.47,1.04,9.08,9.72,1.82,1,2023-12-03 10:00:00
290.39,0.01,6.68,33.97,1.0,9.18,9.8,1.88,1,2023-12-03 11:00:00
290.39,0.02,7.03,35.41,0.98,9.35,10.03,2.06,1,2023-12-03 12:00:00
303.75,0.06,10.11,32.54,1.03,10.09,10.92,2.47,2,2023-12-03 13:00:00
333.79,0.19,15.42,26.11,1.12,10.93,11.94,3.01,2,2023-12-03 14:00:00
357.15,1.15,18.34,20.92,1.21,11.62,12.77,3.42,2,2023-12-03 15:00:00
357.15,3.07,15.25,21.82,1.25,11.72,12.93,3.42,2,2023-12-03 16:00:00
343.8,4.36,10.88,25.03,1.12,11.35,12.53,2.41,2,2023-12-03 17:00:00
330.45,4.3,8.83,27.18,1.3,10.87,11.96,2.44,2,2023-12-03 18:00:00
307.08,2.79,7.45,36.12,1.71,8.89,9.99,2.25,1,2023-12-03 19:00:00
307.08,2.57,8.31,35.41,1.77,8.41,9.71,2.18,1,2023-12-03 20:00:00
310.42,2.07,10.45,34.33,2.71,8.09,9.61,2.15,1,2023-12-03 21:00:00
340.46,1.62,19.19,27.18,4.17,8.64,10.44,2.34,1,2023-12-03 22:00:00
397.21,1.05,32.22,14.13,3.87,9.76,11.81,2.66,1,2023-12-03 23:00:00
440.6,2.01,38.73,6.26,2.62,10.73,12.91,2.22,2,2023-12-04 00:00:00
453.95,2.99,36.67,3.53,1.86,11.43,13.4,1.52,2,2023-12-04 01:00:00
447.27,3.05,33.93,2.95,1.53,12.31,14.08,1.33,2,2023-12-04 02:00:00
427.25,1.34,30.85,7.6,1.27,12.34,14.02,1.3,2,2023-12-04 03:00:00
400.54,0.34,25.7,16.81,2.83,11.87,13.7,2.15,2,2023-12-04 04:00:00
400.54,0.37,25.02,16.63,3.58,12.1,14.08,3.26,2,2023-12-04 05:00:00
387.19,0.27,22.28,16.45,2.74,11.33,13.18,3.77,2,2023-12-04 06:00:00
373.84,0.25,18.51,16.45,1.62,10.49,12.14,4.5,2,2023-12-04 07:00:00
360.49,0.19,15.25,16.81,0.97,9.92,11.33,5.26,1,2023-12-04 08:00:00
347.14,0.12,12.85,18.78,0.8,9.6,11.01,5.45,1,2023-12-04 09:00:00
337.12,0.06,10.8,25.03,0.89,9.95,11.6,5.07,1,2023-12-04 10:00:00
330.45,0.04,10.37,29.33,0.92,10.6,12.24,5.07,2,2023-12-04 11:00:00
333.79,0.06,11.48,29.68,0.89,10.32,11.69,5.51,2,2023-12-04 12:00:00
360.49,0.29,18.16,23.25,0.9,10.21,11.43,6.4,2,2023-12-04 13:00:00
397.21,0.91,25.36,15.56,0.86,9.04,10.38,7.03,1,2023-12-04 14:00:00
387.19,3.02,21.93,19.85,0.8,6.29,7.98,6.4,1,2023-12-04 15:00:00
337.12,3.49,13.02,32.9,0.83,3.68,5.63,4.37,1,2023-12-04 16:00:00
330.45,3.91,11.82,35.41,1.0,3.34,5.44,2.85,1,2023-12-04 17:00:00
333.79,3.86,13.19,33.97,1.36,3.4,5.56,2.79,1,2023-12-04 18:00:00
303.75,2.07,10.8,42.56,1.43,2.29,4.31,2.28,1,2023-12-04 19:00:00
280.38,1.06,7.97,48.64,1.31,1.42,3.07,1.93,1,2023-12-04 20:00:00
267.03,0.47,6.68,55.07,1.33,1.23,3.5,1.65,1,2023-12-04 21:00:00
260.35,0.17,6.6,62.94,1.27,1.33,4.02,1.42,2,2023-12-04 22:00:00
263.69,0.02,7.88,65.8,1.07,1.45,3.51,1.39,2,2023-12-04 23:00:00
273.7,0.0,9.0,62.94,0.79,1.52,2.84,1.61,2,2023-12-05 00:00:00
277.04,0.0,9.34,60.8,0.71,1.58,2.48,1.8,2,2023-12-05 01:00:00
277.04,0.0,8.4,60.8,0.61,1.43,2.13,1.73,2,2023-12-05 02:00:00
267.03,0.0,6.51,65.8,0.45,1.11,1.61,1.46,2,2023-12-05 03:00:00
257.02,0.0,5.48,68.66,0.37,0.88,1.26,1.27,2,2023-12-05 04:00:00
250.34,0.0,4.63,68.66,0.35,0.67,1.02,1.19,2,2023-12-05 05:00:00
247.0,0.0,3.47,68.66,0.34,0.5,0.88,1.14,2,2023-12-05 06:00:00
247.0,0.0,2.7,69.38,0.33,0.5,1.19,1.19,2,2023-12-05 07:00:00
243.66,0.0,2.25,69.38,0.34,0.6,1.84,1.16,2,2023-12-05 08:00:00
247.0,0.0,2.1,68.66,0.38,0.58,1.66,1.14,2,2023-12-05 09:00:00
247.0,0.0,1.99,67.95,0.43,0.5,0.81,1.01,2,2023-12-05 10:00:00
250.34,0.0,2.18,65.09,0.52,0.5,0.64,0.75,2,2023-12-05 11:00:00
257.02,0.0,2.72,59.37,0.57,0.5,0.66,0.55,1,2023-12-05 12:00:00
273.7,0.0,4.37,52.21,0.6,0.98,1.22,0.52,1,2023-12-05 13:00:00
290.39,0.01,6.25,45.78,0.68,1.86,2.19,0.57,1,2023-12-05 14:00:00
300.41,0.29,6.6,42.92,0.74,2.62,2.99,0.65,1,2023-12-05 15:00:00
300.41,1.1,5.57,42.92,0.88,3.26,3.65,0.83,1,2023-12-05 16:00:00
297.07,1.62,4.5,44.35,1.16,3.81,4.21,1.12,1,2023-12-05 17:00:00
293.73,1.7,4.07,47.21,1.62,4.22,4.62,1.35,1,2023-12-05 18:00:00
287.06,1.59,3.98,51.5,1.97,4.27,4.65,1.36,1,2023-12-05 19:00:00
287.06,1.51,4.5,55.07,2.03,4.28,4.66,1.36,1,2023-12-05 20:00:00
287.06,1.3,5.4,57.22,2.09,4.04,4.42,1.39,1,2023-12-05 21:00:00
360.49,2.77,17.48,39.7,1.77,5.73,6.37,2.18,1,2023-12-05 22:00:00
487.33,4.08,36.67,11.44,1.45,8.59,9.7,3.48,1,2023-12-05 23:00:00
607.49,13.86,42.84,0.56,1.45,11.35,12.97,5.0,2,2023-12-06 00:00:00
714.3,26.15,45.93,0.01,1.65,15.31,17.54,6.65,2,2023-12-06 01:00:00
747.68,29.06,49.35,0.01,1.62,18.1,20.94,7.16,2,2023-12-06 02:00:00
674.25,22.35,47.3,0.05,1.34,16.76,19.87,6.59,2,2023-12-06 03:00:00
560.76,13.97,39.07,0.26,1.04,13.08,15.88,5.95,2,2023-12-06 04:00:00
487.33,8.38,31.53,0.76,0.89,10.2,12.38,5.45,2,2023-12-06 05:00:00
447.27,3.55,28.79,2.37,0.83,8.03,9.56,4.88,1,2023-12-06 06:00:00
427.25,0.91,29.13,6.88,0.8,7.75,8.88,4.5,1,2023-12-06 07:00:00
417.23,0.27,28.1,12.34,0.75,8.25,9.16,4.24,1,2023-12-06 08:00:00
380.52,0.09,21.25,19.85,0.71,7.25,7.97,3.8,1,2023-12-06 09:00:00
317.1,0.01,10.54,37.19,0.75,4.65,5.13,2.75,1,2023-12-06 10:00:00
290.39,0.0,6.51,45.78,0.78,3.45,3.82,2.18,1,2023-12-06 11:00:00
280.38,0.0,5.74,49.35,0.8,3.14,3.44,1.84,1,2023-12-06 12:00:00
283.72,0.01,6.68,50.07,0.75,2.99,3.34,1.39,1,2023-12-06 13:00:00
287.06,0.01,8.14,49.35,0.7,2.69,3.08,1.22,1,2023-12-06 14:00:00
287.06,0.25,7.63,51.5,0.71,2.27,2.64,1.16,1,2023-12-06 15:00:00
273.7,0.94,5.1,59.37,0.75,1.56,1.89,0.95,1,2023-12-06 16:00:00
263.69,1.13,4.03,63.66,0.85,1.35,1.73,0.85,2,2023-12-06 17:00:00
260.35,1.12,3.6,65.09,0.95,1.48,2.03,0.89,2,2023-12-06 18:00:00
260.35,1.09,3.56,65.8,1.0,1.86,2.74,1.0,2,2023-12-06 19:00:00
263.69,1.09,4.03,66.52,1.1,2.4,3.61,1.12,2,2023-12-06 20:00:00
263.69,0.94,4.63,66.52,1.21,2.86,4.3,1.2,2,2023-12-06 21:00:00
277.04,0.73,6.94,62.23,1.25,3.32,4.87,1.36,2,2023-12-06 22:00:00
290.39,0.17,10.54,54.36,1.15,3.68,5.28,1.57,1,2023-12-06 23:00:00
300.41,0.01,12.68,48.64,1.0,3.91,5.51,1.76,1,2023-12-07 00:00:00
307.08,0.01,13.71,44.7,0.93,4.25,5.9,1.8,1,2023-12-07 01:00:00
300.41,0.01,12.68,43.99,0.85,4.47,6.21,1.71,1,2023-12-07 02:00:00
293.73,0.01,10.97,44.7,0.75,4.63,6.53,1.54,1,2023-12-07 03:00:00
290.39,0.01,9.94,45.78,0.66,4.98,7.11,1.3,1,2023-12-07 04:00:00
287.06,0.01,9.42,45.42,0.57,5.29,7.58,1.01,1,2023-12-07 05:00:00
283.72,0.0,8.23,45.78,0.54,5.3,7.62,0.69,1,2023-12-07 06:00:00
277.04,0.0,7.28,45.78,0.49,5.49,7.84,0.5,1,2023-12-07 07:00:00
277.04,0.0,6.68,45.78,0.47,5.84,8.19,0.41,1,2023-12-07 08:00:00
273.7,0.0,6.34,45.78,0.46,6.2,8.59,0.37,1,2023-12-07 09:00:00
273.7,0.0,6.17,45.42,0.46,6.54,8.95,0.36,1,2023-12-07 10:00:00
273.7,0.0,6.0,45.42,0.47,6.71,9.12,0.36,1,2023-12-07 11:00:00
277.04,0.01,6.43,45.42,0.48,6.92,9.38,0.38,1,2023-12-07 12:00:00
293.73,0.02,10.02,42.2,0.53,7.64,10.41,0.53,1,2023-12-07 13:00:00
317.1,0.05,14.22,37.91,0.6,8.53,11.63,0.66,1,2023-12-07 14:00:00
320.43,0.59,13.37,40.05,0.74,9.35,12.61,0.74,1,2023-12-07 15:00:00
303.75,1.42,8.4,47.92,0.91,10.36,13.59,0.82,2,2023-12-07 16:00:00
297.07,1.77,6.34,52.93,1.06,11.8,15.05,1.01,2,2023-12-07 17:00:00
290.39,1.56,5.27,58.65,1.19,12.83,16.33,1.19,2,2023-12-07 18:00:00
273.7,0.88,3.43,68.66,1.03,13.09,17.23,1.11,2,2023-12-07 19:00:00
270.37,0.71,3.3,72.24,0.92,12.74,17.0,1.12,2,2023-12-07 20:00:00
267.03,0.53,3.47,73.67,0.92,12.3,16.7,1.08,2,2023-12-07 21:00:00
277.04,0.43,6.08,69.38,0.98,12.65,16.91,1.17,2,2023-12-07 22:00:00
300.41,0.09,10.54,59.37,0.89,13.46,17.42,1.31,2,2023-12-07 23:00:00
313.76,0.0,13.37,52.93,0.72,14.25,17.94,1.08,2,2023-12-08 00:00:00
323.77,0.01,14.22,48.64,0.61,15.03,18.51,0.82,2,2023-12-08 01:00:00
317.1,0.01,13.02,47.92,0.61,15.31,18.8,0.78,2,2023-12-08 02:00:00
307.08,0.0,12.0,46.49,0.57,14.79,18.97,0.86,2,2023-12-08 03:00:00
293.73,0.0,10.11,50.07,0.54,12.68,17.8,1.22,2,2023-12-08 04:00:00
280.38,0.0,8.31,54.36,0.52,9.59,13.75,1.68,1,2023-12-08 05:00:00
270.37,0.0,6.51,55.79,0.51,7.26,10.56,1.87,1,2023-12-08 06:00:00
263.69,0.0,5.74,54.36,0.51,5.79,8.97,1.87,1,2023-12-08 07:00:00
263.69,0.0,5.74,52.93,0.54,4.83,8.56,1.79,1,2023-12-08 08:00:00
257.02,0.0,5.57,55.07,0.61,4.08,9.29,1.65,1,2023-12-08 09:00:00
247.0,0.0,4.88,59.37,0.72,3.64,11.07,1.49,1,2023-12-08 10:00:00
233.65,0.0,4.2,63.66,0.95,3.82,13.46,1.41,2,2023-12-08 11:00:00
230.31,0.0,4.71,63.66,1.18,4.21,13.65,1.47,2,2023-12-08 12:00:00
257.02,0.0,8.31,59.37,1.07,3.95,10.41,1.71,1,2023-12-08 13:00:00
283.72,0.01,12.34,54.36,0.83,3.23,7.27,1.88,1,2023-12-08 14:00:00
290.39,0.1,12.0,55.07,0.73,2.24,4.49,1.69,1,2023-12-08 15:00:00
270.37,0.35,8.48,61.51,0.83,1.19,2.4,1.28,2,2023-12-08 16:00:00
263.69,0.73,7.03,64.37,1.0,0.91,2.04,1.2,2,2023-12-08 17:00:00
253.68,0.95,6.17,65.8,1.13,0.77,1.9,1.16,2,2023-12-08 18:00:00
243.66,0.56,4.88,69.38,0.94,0.57,1.52,0.93,2,2023-12-08 19:00:00
243.66,0.41,5.23,69.38,0.97,0.54,1.28,0.97,2,2023-12-08 20:00:00
247.0,0.27,5.83,67.23,1.07,0.54,1.12,1.03,2,2023-12-08 21:00:00
267.03,0.14,9.08,61.51,1.25,0.81,1.35,1.25,2,2023-12-08 22:00:00
293.73,0.03,13.88,52.93,1.24,1.2,1.8,1.57,1,2023-12-08 23:00:00
317.1,0.01,17.31,47.21,1.01,1.55,2.21,1.82,1,2023-12-09 00:00:00
327.11,0.01,18.34,43.99,0.86,2.01,2.76,2.06,1,2023-12-09 01:00:00
317.1,0.01,16.28,43.99,0.7,2.19,3.04,2.15,1,2023-12-09 02:00:00
303.75,0.01,13.02,46.49,0.57,2.06,2.98,2.18,1,2023-12-09 03:00:00
293.73,0.01,11.14,47.21,0.51,1.96,2.86,2.25,1,2023-12-09 04:00:00
280.38,0.0,9.0,49.35,0.51,1.6,2.37,2.15,1,2023-12-09 05:00:00
260.35,0.0,5.74,56.51,0.5,0.95,1.61,1.66,1,2023-12-09 06:00:00
240.33,0.0,2.53,67.23,0.37,0.56,1.81,0.97,2,2023-12-09 07:00:00
233.65,0.0,1.93,69.38,0.32,0.51,1.77,0.77,2,2023-12-09 08:00:00
230.31,0.0,1.86,70.1,0.33,0.5,1.21,0.7,2,2023-12-09 09:00:00
230.31,0.0,1.8,69.38,0.33,0.5,0.77,0.65,2,2023-12-09 10:00:00
230.31,0.0,1.69,66.52,0.31,0.5,0.59,0.59,2,2023-12-09 11:00:00
230.31,0.0,1.63,64.37,0.28,0.5,0.56,0.5,2,2023-12-09 12:00:00
233.65,0.0,2.01,65.8,0.25,0.5,0.57,0.39,2,2023-12-09 13:00:00
236.99,0.0,2.61,66.52,0.25,0.5,0.58,0.33,2,2023-12-09 14:00:00
233.65,0.04,2.59,67.95,0.27,0.5,0.58,0.32,2,2023-12-09 15:00:00
233.65,0.16,2.23,69.38,0.29,0.5,0.58,0.32,2,2023-12-09 16:00:00
230.31,0.2,1.91,69.38,0.31,0.5,0.57,0.34,2,2023-12-09 17:00:00
230.31,0.17,1.74,67.95,0.34,0.5,0.56,0.38,2,2023-12-09 18:00:00
230.31,0.13,1.8,67.23,0.37,0.5,0.56,0.46,2,2023-12-09 19:00:00
233.65,0.12,2.06,67.23,0.46,0.5,0.56,0.6,2,2023-12-09 20:00:00
233.65,0.08,2.25,67.95,0.51,0.5,0.57,0.76,2,2023-12-09 21:00:00
233.65,0.04,2.44,67.95,0.54,0.5,0.59,0.87,2,2023-12-09 22:00:00
236.99,0.01,2.91,67.95,0.61,0.5,0.61,0.97,2,2023-12-09 23:00:00
240.33,0.0,3.34,67.95,0.75,0.55,0.68,1.08,2,2023-12-10 00:00:00
243.66,0.0,3.47,67.95,0.83,0.87,1.03,1.16,2,2023-12-10 01:00:00
247.0,0.0,3.47,67.95,0.93,1.21,1.4,1.25,2,2023-12-10 02:00:00
247.0,0.0,3.34,67.95,1.03,1.16,1.38,1.28,2,2023-12-10 03:00:00
243.66,0.0,3.43,67.95,1.21,0.95,1.18,1.35,2,2023-12-10 04:00:00
240.33,0.0,3.3,67.95,1.24,0.79,1.03,1.36,2,2023-12-10 05:00:00
236.99,0.0,2.74,68.66,1.15,0.72,0.93,1.36,2,2023-12-10 06:00:00
236.99,0.0,2.4,70.1,0.98,0.83,1.04,1.39,2,2023-12-10 07:00:00
233.65,0.0,2.27,70.1,0.77,0.93,1.15,1.5,2,2023-12-10 08:00:00
233.65,0.0,2.27,70.1,0.63,0.98,1.22,1.63,2,2023-12-10 09:00:00
236.99,0.0,2.57,68.66,0.59,1.06,1.32,1.79,2,2023-12-10 10:00:00
240.33,0.0,3.3,65.8,0.64,1.18,1.48,2.01,2,2023-12-10 11:00:00
247.0,0.0,4.63,61.51,0.75,1.38,1.73,2.28,2,2023-12-10 12:00:00
270.37,0.01,9.17,55.07,0.88,2.15,2.64,2.85,1,2023-12-10 13:00:00
307.08,0.03,15.77,46.49,0.98,3.05,3.74,3.51,1,2023-12-10 14:00:00
323.77,1.01,17.99,42.2,1.03,3.41,4.29,4.02,1,2023-12-10 15:00:00
317.1,2.35,15.08,43.27,1.03,3.13,4.2,4.12,1,2023-12-10 16:00:00
303.75,3.46,11.65,45.42,1.03,2.76,4.05,3.8,1,2023-12-10 17:00:00
293.73,3.63,9.94,46.49,1.27,2.54,4.06,3.48,1,2023-12-10 18:00:00
257.02,1.36,5.57,62.94,0.95,1.49,3.09,2.06,2,2023-12-10 19:00:00
253.68,0.95,5.06,65.09,0.84,1.27,2.76,1.66,2,2023-12-10 20:00:00
253.68,0.64,5.48,63.66,0.89,1.1,2.42,1.54,2,2023-12-10 21:00:00
263.69,0.27,8.14,59.37,1.1,1.19,2.28,1.52,1,2023-12-10 22:00:00
283.72,0.05,12.17,50.78,1.28,1.54,2.52,1.68,1,2023-12-10 23:00:00
300.41,0.02,14.22,44.7,1.13,1.82,2.72,1.79,1,2023-12-11 00:00:00
307.08,0.02,14.39,42.2,0.88,2.13,3.06,1.87,1,2023-12-11 01:00:00
303.75,0.02,13.37,41.48,0.86,2.34,3.29,1.88,1,2023-12-11 02:00:00
297.07,0.02,12.0,41.13,0.83,2.35,3.25,1.85,1,2023-12-11 03:00:00
303.75,0.04,13.02,37.19,0.62,2.78,3.67,1.84,1,2023-12-11 04:00:00
317.1,0.1,15.77,30.04,0.6,3.41,4.36,2.18,1,2023-12-11 05:00:00
317.1,0.1,15.25,26.46,0.62,3.17,4.06,2.34,1,2023-12-11 06:00:00
320.43,0.16,15.25,22.35,0.72,3.43,4.33,2.66,1,2023-12-11 07:00:00
337.12,0.29,18.16,16.09,0.93,4.49,5.52,3.13,1,2023-12-11 08:00:00
367.16,0.67,23.99,9.21,1.22,6.43,7.65,3.61,1,2023-12-11 09:00:00
400.54,1.05,28.79,5.99,1.37,8.33,9.84,4.18,1,2023-12-11 10:00:00
410.56,1.24,29.13,5.1,1.31,9.02,10.71,4.75,1,2023-12-11 11:00:00
410.56,1.58,28.45,4.56,1.3,9.15,10.85,5.45,1,2023-12-11 12:00:00
427.25,3.38,28.79,3.13,1.39,9.63,11.34,6.27,1,2023-12-11 13:00:00
480.65,9.39,30.85,0.71,1.51,11.32,13.19,7.28,2,2023-12-11 14:00:00
534.06,17.43,28.79,2.75,1.64,12.93,15.06,7.92,2,2023-12-11 15:00:00
574.11,25.93,23.99,8.49,1.91,14.66,17.07,8.11,2,2023-12-11 16:00:00
594.14,30.4,21.93,12.34,1.82,16.06,18.67,6.33,2,2023-12-11 17:00:00
567.44,28.16,21.25,15.2,1.8,16.22,18.95,5.45,2,2023-12-11 18:00:00
357.15,7.71,13.19,36.48,3.34,9.2,11.24,2.72,1,2023-12-11 19:00:00
317.1,4.14,9.51,42.56,2.71,7.93,10.1,2.34,1,2023-12-11 20:00:00
307.08,2.74,9.0,45.06,2.32,7.37,9.91,2.37,1,2023-12-11 21:00:00
357.15,3.16,17.82,34.33,1.73,8.19,11.2,2.85,1,2023-12-11 22:00:00
447.27,2.85,34.96,12.34,1.13,9.59,13.1,3.48,1,2023-12-11 23:00:00
500.68,5.87,41.13,2.7,0.79,9.99,14.05,3.83,2,2023-12-12 00:00:00
540.73,9.72,41.13,0.83,0.65,10.87,15.59,4.12,2,2023-12-12 01:00:00
534.06,8.94,40.44,0.86,0.55,11.0,15.87,4.02,2,2023-12-12 02:00:00
487.33,4.3,36.67,3.17,0.45,9.29,13.28,3.55,1,2023-12-12 03:00:00
427.25,1.03,29.82,9.92,0.42,7.57,10.53,3.04,1,2023-12-12 04:00:00
393.87,0.31,23.31,17.88,0.41,6.88,9.4,2.66,1,2023-12-12 05:00:00
340.46,0.05,14.05,29.33,0.42,5.1,7.18,2.09,1,2023-12-12 06:00:00
277.04,0.0,5.44,50.07,0.62,3.15,5.61,1.77,1,2023-12-12 07:00:00
267.03,0.0,4.5,51.5,1.03,2.75,5.1,1.66,1,2023-12-12 08:00:00
267.03,0.0,4.67,52.21,1.61,2.44,4.21,1.44,1,2023-12-12 09:00:00
267.03,0.0,4.93,52.93,2.15,2.28,3.59,1.31,1,2023-12-12 10:00:00
267.03,0.0,5.36,52.93,2.44,2.32,3.34,1.52,1,2023-12-12 11:00:00
273.7,0.0,6.25,52.93,2.47,2.49,3.28,1.71,1,2023-12-12 12:00:00
290.39,0.01,9.77,50.07,2.71,3.15,3.87,2.09,1,2023-12-12 13:00:00
310.42,0.02,13.88,47.21,3.34,3.69,4.42,2.37,1,2023-12-12 14:00:00
313.76,0.42,14.22,47.92,4.71,3.64,4.36,2.37,1,2023-12-12 15:00:00
300.41,1.1,12.85,52.21,7.45,3.28,3.97,2.22,1,2023-12-12 16:00:00
293.73,1.72,12.34,53.64,8.94,3.05,3.77,2.09,1,2023-12-12 17:00:00
283.72,1.7,11.65,55.07,8.82,2.77,3.49,1.96,1,2023-12-12 18:00:00
277.04,1.55,10.97,58.65,7.87,2.43,3.15,1.77,1,2023-12-12 19:00:00
280.38,1.45,11.82,60.8,7.15,2.31,3.04,1.65,2,2023-12-12 20:00:00
283.72,1.2,14.22,60.8,7.99,2.27,3.09,1.63,2,2023-12-12 21:00:00
287.06,0.54,17.99,58.65,9.66,2.28,3.21,1.69,1,2023-12-12 22:00:00
300.41,0.07,21.93,53.64,11.21,2.44,3.52,1.85,1,2023-12-12 23:00:00
307.08,0.01,24.33,51.5,12.16,2.58,3.79,1.98,1,2023-12-13 00:00:00
340.46,0.03,28.1,45.06,9.42,3.59,5.01,2.41,1,2023-12-13 01:00:00
383.85,0.07,31.53,36.12,4.95,5.38,7.02,2.94,1,2023-12-13 02:00:00
